tweet,label
Observe &amp; report is no 40 yo virgin and def no Superbad. 3 out of 5 stars. Saw more limp dick than i expected. ,0
Sad Dale Jr is doing so hot this season  Hang in there Jr! I'll always be a fan! &lt;3 &lt;3,0
"just woke up, so too late to go to church.  wouldn't it be nice to have a job that didn't require me to work weekends?",0
Glad to be home! Back to our super busy life!! Feel like I'm missing my right arm without AJ!  2 more days!!!!,0
"Hmmm didnt want to wake up this morning  Lots to do today though, i'm sure it'll be worth it.....",0
"@fluffy_d oh man, I know!! it sucks. ",0
@bkenny congratulations!! champers at lunch!! ,4
a new zealand web designer who is a twitter newbie is no longer a twitter virgin! hello hello ,4
@imaclutz89 RE: 100th follower.....I would...but I'm already following ,4
@rampantheart can do everything except add a twitter field in the comment.. ,0
@TouchReviews_PR Anytime dude  did u find the Yahoo! Wordpress installer package?,4
of course when i go outside the sun goes away ,0
Game night is now post-poned... so sad ,0
@simplychrista Hiya. You seem to be in a good mood. ,4
my mom is here for a visit! Lucky me! Great way to spend a weekend ,4
@NatashaAnnmarie that's cool.  i gotta do something for my mom then i'm gonna take a walk &amp; enjoy the nice weather hehehe,4
Another gorgeous day! Dry here. Need the four rain days coming up. Ct. wildfire. ,0
is being forced to try this again by the boyfriend. ,0
@ingridk me too-with Neighbours and Home&amp;Away.. but always thought it a bit odd ,4
phone has stopped working again :] no more worrying about people texting me back ,4
@jade2468 Jade boyyyyy!   I love you  ; )  haha.,4
"@xitara stop falling in love with my man, slut ",0
"i think you should open up your own studio, that'd would be absolutely fantastic. ",4
Went to HPFZ and page came up saying the domain has expired.. I'm..freaking out right now. ,0
@jane_l You should highlight it so I know what you're talking about. ,4
breakfast time tennis today woo! ,4
"Cheers to all at #webdd (esp. @plip, @davesussman, @apwestgarth &amp; @blowdart). Had a great day, just sorry I couldn't make beers after ",0
@xx_maria ugh sux2bus. i'm on prepaid as well so accessing the net is bloody expensive! &amp; pretty sure txt updates cost a fair bit too. ,0
@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!,0
"@wubomei Oh, I like that one, but I have bad associations with Cincinnati. Hmmm, maybe I'll give it a shot, though. It's a full song. ",4
@CoachCharrise I didn't think u would for a minute honey  Was just letting slip my risk philosophy-hehe  Not so calculated always tho ,4
@egspoony  bummer man    sorry to hear about the car.,0
Going to the mall wit jenna ,4
Time to get ready for work! ,4
@mikestanley88 what poor points of short game? distance control on pitchin? chippin? bunkers? hit me up  anytime ,4
I have a new celebrity crush &lt;3 Clark Duke! {He played Lance in Sex Drive}. Now I am watching every episode of Greek just to see him  Hott,4
bill O'riley puts the crazy in my crazy juice that I drink...not his juice...ahh nevermind ,0
"up, and throat still hurts ",0
Coffee &amp; cigarettes. Blah ,0
So tired. One more class this morning then Starbucks to do some studying. Home tomorrow!!! ,4
Hanging out at Denny's with John... My half of spring break ends tomorrow. ,0
@galaxyzoo Thanks!!!! ,4
Good morning twitter ,4
"Duncan Riley: @m0nty ask the consumers about 2015-2018, they'll be able to tell you then  (via Twitter) http://ff.im/1Y1GC",4
Can we have something like Hotspot Shield for Ubuntu? I am desperate for YouTube here ,0
went crazy and bought some video games today  off to the circus later today - yay ,4
Little work out was good  Specially since we were watching the Hills at the same time lol,4
"@blumarten close/above words came in the post today, lush ",4
@Sassygirl4444 Wow!It's been 19 minutes since you've twitted something! Is everythin ok?R u feelin all right?I'm worried      :-P   :-D,0
@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam ,0
"@vpsean Greetings, I just shot you a response to your email ",4
"Having made 2 sand sculptures already, I feel like I've had a productive day ",4
greetings Twitter world ! and how is everyone today ? ,4
"@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? ",4
Finished my first shift and doors are opening already! ,4
@anjali28 I'm really sad I didn't speak to you at #tuttle yesterday! ,0
It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,0
@MissBridge you should miss the A...bring your new found celebrity back...we're sitting at the bar bored as hell...lol. ,4
@Abberss I hate feeling that way ,0
"@GreenYogurt lol, my dog's toys? all single. i think it's 'cause of my childhood dentist. he called that sucker thing mr. thirsty. ",4
"@Out_of_the_Box PS sorry I didn't make it tonight, was just exhausted and depressed and didn't want to do much of anything.  Miss you...",0
@lolitariot oh no  hope you're not getting sick too!,0
Just watched some weird 80s movie called Satisfaction and the end sucked. ,0
I must be getting old - I'm getting better at buying baby shower/baby gifts  I used to panic &amp; ask moms for advice.,4
Looking at the pictures my friend shot yesterday. They are beautiful! ,4
http://twitpic.com/2yetf &amp;&amp;  http://twitpic.com/2yetx - Workspaces de hoje ,4
"Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things ",0
Check this video out -- where to buy kid's jewelry for easter day  http://www.youtube.com/watch?v=ijuMuDIWVcs,4
Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,0
night twittys! i hope to dream of  johnny depp again ,4
@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life ,4
@thisisverbatim they were good ,4
Having a shitty kind of a day due to local council bureaucracy  Looking forward to Arsenal match tonight. I do think we will win tonight.,0
Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!,4
Critique with skees sucks. I've had about two hours of sleep and I feel like death ,0
Im eating yogurt ,4
I just understand why some places are to be called &quot;home&quot; ,4
"love me, hate me, say what you want about me. but all the boys and all the girls are begging to if you seek amy ",4
@SteveCogan can send another if you're feeling you need some more ,4
"@Tsarnick Baby spinach, what's with you and babies? *Cough* Hannah *Cough* Oooh zing! ",4
"@nissanicole LOL, I just said the same thing ",4
@AdHocHazel I was quasi vegan (except for the odd tin of tuna) for a few months this year and loved it. then I suddenly desired steak ,4
Tried to get up earlier today........didn't work out ,0
Feeling lonely. ,0
@thirdsectorlab Greetings. ,4
@britneyspears please i neeeed to go! i couldnt go to it in KC where i live ,0
"iamdiddy i agree with u, every body needs to enjoy wat god has given around us...  ",4
@tweetles  Good night my friend!!  ,4
"@MinaMeow I decided against it a while ago.  But, im a statistics and research geek   so, the information is fascinating to me.",4
"shower, then mollies, then movies/tv shows/then ice cream ",4
@Cathay_Pacific just wanted to say a big thank you for being such a great airline. As a travel writer things like this mean A LOT! ,4
@MCHammer My Pirates are looking sad as ever ,0
this coffee is not as good as normal ,0
@MyNameIsIngrid Just think one day the'll be history books about you and how sleepy you were ,4
@someone483 oh Haha alright  thats weird since i was just talking about the one.,4
@Doubledown_InSL Thx ,4
home and clean and loved up ,4
Wishing i could wake up from today and it just be a bad dream ,0
@bythekilowatt oooo i like that... im gonna be at the college sunday to work on the rest of my 3d as well as finish the editing! ,4
"@Kal_Penn Thank you, Kal!!! You're GREAT!!! Good luck on everything that you'll do! ",4
Missing some amazing people ,0
@geeklitebeta Had to follow after reading that tweet about &quot;Why is it that every second ...&quot; ,4
glues not coming off. it is sooo irritating ,0
@Saffiter  My work is done then. Mhahaha!,4
Watching twilight wit viv ,4
@kerimcinerney looks like ur info's changed 2 mikeyy  - I suppose you'll have to wait until it's fixed - wish they would fix the loop hole,0
i wanna sleep but dont think its gonna happen so soon with all the loudness of relay ,0
@therealTiffany cute profile pic. but you cute sterling out ,0
some parents are so meddlesome. it makes me cry ,0
i hate being sick  damn cold,0
@m0po hello again ,4
@gypsyroadhog @tinkerbeela just said the same..  thanks for telling me. x,0
@nancypr19- how was your birthday? presents? my cell is shut off so cannot call or send text ,0
Sometimes my razor hates my skin ,0
is overtired... Must get more sleep tonight.  Only two more days ,4
@ChrisHaddad Where are you Haddad? Maybe my Tweetdeck just doesn't like your updates but I haven't seen you at all!! ,0
@EmeraldDiscount Well Monty seems ok now. Hyper in fact. Ii think it clicks back in ,0
"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",0
"@danielakrocks I hope so , If I hear anything I will post it here ",4
feels sick and has to go to work ,0
"REALLY heavy rain, at the top of 18flr building  Splendid.",4
8am walks at the beach.  im so tired. BUT oh well. helloo breakfast after.,0
@FASHIONISMYLIFE I like that!  where r u?? Lol,4
@histapleface haha sup? ,4
@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time ,0
Bumper to bumper traffic on the FDR... Watching everyone run and walk along the east river.... Wish I could join.  beautiful nyc day!,4
is downloading Tap Tap Coldplay! ,4
@Organic_Ryce haha  I thought you don't like to get a sun tan.,4
@gypsytrading ,4
@keyannaaa the new story of your life will include magic fountain with me ,4
We're going to San Antonio in 4 hrs and I need to get some sleep- I'm sure it aint helping that I'm eating and whining about my gray hair ,0
 @MICHAEL_CASTRO is not at 902  thanks!,4
Work is dragging... Pretty tired only got about 2 and a half hours sleep ,0
@kokoe2 yeah...yummy til you eat too much of it. Me thinks I'm off kettlecorn for a bit now ,4
"i can't find my beret, my thickler, my ballpens and hanky! gaaaaaaaaaaadddd i need them tomorrow. ",0
"@raksha thanks, dear! i miss you too!!! and, i'm about to send something out to the chapter that you will probably also love ",4
"done nothing useful with myself today. watched futurama and got a bit teary, need to do work  feeling a bit down, don't know why ",0
@jonasbrothers guys tweet plzz it was awsome to hear from u  love always Alanna,4
@argylewhale Hooray! That's great! And about time you got some good news. ,4
; i miss family guyyy. ,0
I'm not happy. I woke up at 5.30am this morning and didn't get to sleep again till 6.45am  ,0
@WRDW I don't see anything on Rocky  Help save Rocky! http://www.wrdw.com/news email http://tinyurl.com/cqst2c,0
@lieuccao YOUR GOING TO ENJOY IT ,4
@untangle it's a great read and yes i would love to meet him too   did you get my link i sent you?,4
True blood equals amazing... ,4
"@StefanieMae ALF!!! I DVR that, but my mom always deletes it for her COPS episodes!  he was my fav!",0
"@justinrichards lol okay.  I just didn't recognize the face, I guess.    I still miss youuu, though!",0
@iamthecrime awww don't change it!  I liked it ,4
work meeting at eight! so earlyyyy. then off to the peewee tryouts. hope they do great ,4
flat tire  hopefully daddy can get me back on the road soon!!,0
@Mess_Jess oh is there cheese sauce with the cauliflower? Renet free? Cheese sauce makes anything edible ,4
"@HeatherOsborn Ooh, books, I love books.  Hope I made it in time",4
@JaylaStarr &quot;drinking the drugs&quot; is a line from a movie I was just kiddin with yah girl!   http://bit.ly/kyDjD watch @ 2:20 u'll get it ;),4
watching Roy Clark play a mean fiddle on &quot;Beverly Hillbillies&quot; ,4
@JonathanRKnight were ready 4 summer tour 2! C u in charlotte &amp; raleigh! ,4
@isoulq8 ee sheft shloon ,0
@panda951 IT does a nice job on photographs and such.  Then I will go have it spiral bound.,4
doesnt know how to work this lmao ,0
@MsUnreliable Yr right! could really see that w/ his chuminess w/ Eisner. Truly LA's old boys club. Didnt need Trump. good to be king. ,4
"@MissSmashlee oh not alot, uni, working, same as just about everyone. handed in the first assignment in over a year on friday, was crazy ",4
On a diet.... Woke up 2day Hungry ,0
Locked out. Passing time in a cafe while playing sudoku on my phone ,0
in France tmrw ,4
Waiting for an update about my car. It's in the shop again! ,0
"@SamJones_71 I've been looking at your tweets, you really have some gr8 info there! Gotta go back and read all of them w/the links! ",4
Going to see 17 Again!  ZAC EFRON oh yes.  It's going to be great!  ,4
has to go back to work ,0
ugh! i wake up and ff goes to sleep  guess i should just do more revision,0
#asot400 i duno how to work twitter haha ,0
@LMHodgson  Im excited.....Im thinking girl ,4
going to make dinner  to my mom and sisters.. My dad isn't home (again) another weekend without him ,0
@rmilana haha thank you thank you thank you... haha haha thank you ,4
Laundry. Dishes. Deck cleaning. Virtuality. Sonic Boom. Propane. Beers. BBQ. Boozin. Join me ,4
Looks like the Nobel peace prize is simply a popularity contest   http://tinyurl.com/cffz4h,0
Eating ice cream and watching star wars. its still REALLY smokey ,0
@nanalipzz89 lol okay than ,4
sittin in the breakroom eattin a meatball sub and waiting to curl back up in bed for a looooong sleep.  i hates being sick.    boo!,0
here's to hoping today goes by quickly... ,0
@PushPlayCJ Its nice where I live too!! ,4
Pink match coming up in a few. tough even match but confident ,4
"cursing consciousness, then catering....uhm, with my mom. I was hoping for some alliteration. ",0
@heidimontag FKN FAKE THATS WHAT BUT I FUKIN LUV U  AND LAUREN IS SUCH A BITCH.,4
@ThirtyFour_dB Lucky! You never cook that for me anymore. I sad ,0
"@JackySue I'd feel better if I knew anything about feminist theory! SO much still to do, but I'm sure you're right... ",4
@iwantyourjeep haha good girl ,4
@Ste1987 Oh dear mate 2-0 down  hope the 2nd half picks up for you!,0
watching ron white!! ,4
"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ",0
is at the beach ,4
why isn't the hills available online yet?? soo disappointing ,0
@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night,0
It shouldn't take this long to get to fecking Heathrow. Left home at 1330 ,0
@alojane Heyyy girl did you hear the interviews i put on dd's myspace as comments?? you should go check em out!  3 vids all together!,4
About to walk through the gates of hell and rot for 6hrs with hundreds and hundreds of students. Ahhhh!!!!!! I hate it here ,0
"@jonheller A popular thing to do when moms from Ohio visit, as I can attest. ",4
can't believe how useless Home still is. In the GH space and can't even hook up with people to play with. So lame ,0
Thinking of a hamsty bank account.  That's a good idea to save. (^.^),4
@jenciTN LOL! I guess we need Zazzle to print up some shirts! ,4
@chrisgedrim You dissed my taste in music ,0
"@CarrieGee Toronto, eh? If you see a 5'2&quot; goddess named Amy  Jo Johnson running around there, tell her I say hello.  ",4
Korea here we come.....we are all very excited ,4
 have to work on homework tmrw...,0
@ninirific I don't know but I'm coldy ,0
Are you &quot;twittering&quot; @ Roxanne?? ,4
@zackfansunited....i love you too......    ,0
Got zoo much work to do it's not even funny ,0
"It's 11:30 on a Friday night and I'm nodding off. Oh well, so what if I'm a granny. Nighty night everyone ",4
"My cousins can't stop playing Frozen Bubble Twisted &amp; Resco Bubble. Bye bye #N85, see you after a week or two ",0
"@pennylane316 Yeah, I know they are touring in USA soon, but I couldn't go, it's during the week in Philly ",0
"Nice and warm up at nd today, but cloudy  hope it says nice-ish tonight!",0
@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  ,0
Can't get onto my computer gotta wait for slow ass IT to get up here ,0
@willtompsett Can only really see my own updates with a only a couple of others getting thro ,0
@HarryHarley good night ,4
Not Much To Say .. I'm Just Missin' Him!! ,0
Got invited to play the national anthem on the cello at the tony salidino tournament! Had to say no because i dont have the music ,0
@selenagomez that dancing with the stars sound fun but i live in the UPPER MICHIGAN and i wish i could go.  ,0
Just might cry every time she looks out the window and sees all this snow... ,0
"@bjyork ugh, I know, tell me about it!  They just don't know how to get runs!  ",0
"@babigyrlwab09 hey ashley not much. #couchsurfing downtown, staying in tonight  but might walk host's dog to main st in a bit. how bout u?",0
Dental visit is quickly approaching. I feel doomed ,4
@Dr_Jared http://twitpic.com/3i2tp - That is the loneliest bench in the world. ,0
@gollygeedamn I agree-some sweet typography and graphics! Looks good in any room ,4
yay no work todayyy   but working for the rest of the week  lol,4
is drooling over Paul Walker. Cant wait for FAST &amp; Furious ,4
"WWJBD: they meant Jimmy Buffet, I thought Joe Biden. ",0
@steveweber Early morning beginners luck! ,4
"im lonely  keep me company! 22 female, Duluth - Minnesota",0
My poor son put himself to bed tonight. We didn't get to read any of his new books we bought either. ,0
@yeahboyandsarah i am so jealous you are a member of itleaked ,0
"is going to bed, not even with a kitty-cat, just a blanket. What a night. ",0
"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",0
That new dress looks wonderful on Renesme  I will chose one for me 2,4
"@nmpotter awwweeeh but from what you've said, i'm not surprised. ",0
i just made a twitter! yay...finished my HW for the day...still more to go 2morrow..ugh then back 2 school ,0
has been riding scooters across Ko Chang all day! Tomorrow scooters will be replaced by elephants! ,4
Ugh.... I should learn how to save money. ,0
"@StarrGazr Organizing quite a tweet summit there; @hooeyspewer, @phillymac, @shanzan, et al., not certain I can commit but I'd like to. ",4
@kyelko aww only 4 hours left to go  xx,4
"outside tanning, cause yes, its that nice out ",4
#asot400 Stream froze ,0
Well the Flames lost again ,0
"today has gone really quickly for me, i dont know why since i have done nothing all day ",0
im on 46 followers ,4
@BigStevie TY now follow @AlexsLemonade ,4
Going to sleep. Hoping tomorrow is a better day. ,0
boxee now has Pandora. Useless to me here in Oz. Boo hoo ,0
Morning all- Saturday in the PArk....not ,4
where are u now? ,0
headache ,0
man... Im nervous for today haha fuck you rachael for leaving me ,0
"@grooveey Hi, your Beta Tester for #easyFind here! ",4
Off to bed.  Gotta get up early tomorrow ,0
@occpune my pleasure &amp; thank u ,4
@alydesigns i was out most of the day so didn't get much done ,0
Prom dress acquired! Using Becky's one ,4
@JACATRENICH there ya go silly boy. nice job ,4
Just remembered that I've forgotten my best friends birthday ,0
Loving the weather outside. Wish I didnt have to go to work later ,0
@Green4GoodDavid same to you! ,4
"@apshai Ahh, okay, I feel better now.  Still wish I were there, though.",4
@minalagarwal I was referring to ur previous tweet about u (rather you'll) doing it. Way to go putting it all out there on Twittersphere ,4
Sch starts tmr. ,0
"Right away to start on some school work, snooze  xx",0
ahhh i just got a twitter yay but i can't put up a pic it won't let me ,0
Just watched the &quot;Flutter - The New twitter&quot; video.   - http://bit.ly/GYKtn,4
"At work, and a little sick ",0
Toddler-proofing the crib so I can kidnap my nephew and act all immature with him ,4
YAY i GOT A PICTURE. ,4
@KelseyAC I'm so glad!!! It always puts me on a better mood too ,4
@notlost92 OOHH! sounds like you had an awesome day.. congrats girl! ,4
Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! ,4
"@sallycrawford I know, sometimes a break from technology is needed. There's so much more to do! Enjoy it ",4
@nicnina www.tolicesdoorkut.com e ria um pouco ,4
"@ceci_c hope you can sleep well tonight , otherwise, your immune system will get weaker. ",0
i'm ready to go home... but still have a month+ ahead of me. ,0
"@heidimontag if your BEST friend in the WHOLE WORLD died in a sudden car crash, what would you say to her parents?  that just happened 2me",0
@sangeeta_ I wish the !timemachine worked ,0
is getting ready to leave for her hair appointment ,4
Had the best night in Letterfrack!;) lol suffering now tho  thank goodness richard's makin pancakes!!! Onto Galway city later  x,0
"glad we fit the game in, but fighting a headache now ",0
"@HilzFuld only trouble with tread type iPhone cases is it's hard to put into and take out of pockets... Otherwise, very impact resistant ",4
"@billgates currently I am using beta version which I downloaded from microsoft's website. Its an awesome O/S, also ur new pic looks good. ",4
My car arrived!! ....maybe i'll get it on thursday....damn paperwork ,0
@sexysheryll you WOULD be a feloow tweeter! lol jk hiiiii ,4
I wish I discovered George Carlin before he died ,0
On train to Star #Trek movie premiere with my golden entry ticket to &quot;A Reserve Circle&quot; ,4
@jazz_nash ahaha im sure it is. lol ,4
Playing Splinter Cell Chaos Theory online with @reaktor . Just like old times   now to stop getting killed...,4
"@ddlovato England loves you Demi, can't wait till you are over here, you are AMAZING, June 15th with JB, going to be awesome ",4
@megzseattle I'm sorry Megan  Is there anything I can do to help?,0
@perrins it's like a classroom on here this morning ,4
dislikes IDL for being so early in the morning. ,0
@sarahkatharine We need to hang out some time for story time ,4
MAN!! i want Peeps now  haha,0
"@Kal_Penn Maaan, I'm going to miss Kutner. He was my favorite on the show. Keep being awesome, Kal! ",4
wax - or epilate? ive been waxing my lower legs DIY recently. -scrutinise- i see ingrowns. ,0
"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot; ",4
@albeitludicrous okay.i'm relieved now haha. i'm well too  your picture is lovely!,4
"@cleftmommy0217 Aww miss you too! I'm not sure about the whole thing either, but what the heck... learn as you go! ",4
Don't worry - we're from the internets. It's going to be alright. ,4
@SlantedSmiley fine its OURS ,4
Survey says I should not have used the Facebook email contact feature ,0
Time to go to Don's. Ugh. I feel like shit though ,0
Chest pain.  Hockey training tmr. ,0
"finally done with die falsche agentin. yeah, it took me like...2 and a half hours. i fail  lol",0
I cant give up smoking... I tried but it's not easy.. ,0
"Wefollow wants me to tweet - ah well, never been forced to tweet. But here we go ",4
goin watchin confessions of a shopaholic today... if hannah will answer her phone !! x x ,4
@nashmeg http://i44.tinypic.com/j5fl34.jpg there ya go  I'm not happy with it tho aha it doesnt look like him and its gone all wierd ):,4
Last day at MV Apple  Thank god I dont gotta hang out with joesoliman anymore ,0
Missed part of my favourite radio show. ,0
working the first BBQ of the summer  soo nice out...then reeef,4
@pacoandbetty WOW you guys are incredible!!! thanks for the follow ,4
"I have NEVER seen Robert this happy, smiley, dancey!! Everyone loves Vegas!!!  ",4
@FAIZONLOVE could u please link pple ur talking 2? Its hard 2 follow ur tweets ,4
"Guten Morgen. Up and off to get ready to go to Phantasialand, Cologne. Yay! But booooo, last park of holiday ",0
@marcforrest I absolutely HATE it when you get to tweet that ,0
want to touch your heiney  ,0
Kicking it with my bitches today ,4
@NoOrdinaryGurl    I think I have one to many of those lol,4
@teleken It's a feat of USB engineering! Makes every day a party.  ,4
@tomashastings More OS fun...  Muddling thru so I can get my pics up today tho!,0
"@decryption I have a Locke figurine with him standing on the hatch, mine doesn't light up though ",0
@mylyfesongz How was the club? I wish i went to UPtown now. Im mad! ,0
is not at all excited about packing (all over again) and putting up at someone else's place. ,0
going to look up my high school English teacher. he'll be happy I *did* end up being a writer when I grew up after all  um wait? grown up?,4
"good god I ache! I might need a gallon of codliver oil 2morrow to walk!Comp was fun, good fights but we didn't win   I fancy it nxt time!",0
"@flossa I agree, and it is a great way 2 stay updated w/ ur friends interests and activities! It's also easy 2 update and read via mobile ",4
"For all you WAH types BBC2 is showing Tron it just started 11am, go and Sky+ it for later to educate the kids ",4
@rosskie  Not really sure ,0
One day i will accomplish my mission and when that day comes i will be content ,4
"Hermes watch, Friend + Family 20 off @Saks...should or should not ",0
@Piablo oo really? i'll check it tomorrow! prolly wont be up tonight i'm guessing ,0
Levi- Good morning cruel world. Why does 6am have to come so early??? WHY??? ,0
"Goodnight, can't wait for school in the morning! ",4
nyproperty4sale @JaxLicurse LOL u 2 make me laugh and thats a good thing ,4
trying to embed live video into robotbrighton.com. Failing ,0
"@jaredleto Hi!  Just got back home from work. I'm about to have lunch. And no, I'm not a vegan... Sleep tight! xxx",4
@DeanaMcLaughlin pretty freakin lame. But I still love you ,4
At cheesecake factory with some students...the waiter asked me if I wanted to see a nutritional menu...ahhh no...depressing ,4
@Rhiand92 you fail at life and all that it holds. ,4
@keyerror  :| dat one hurt my feelings ,0
"still really really sore, in fact a little more than yesterday ",0
I miss my little princess...it seems like she is always gone ,0
"@WeTheTRAVIS &quot;Don't Speak Liar&quot; is my favorite of your songs, I'm looking forward to hearing it in Orlando  Get well soon!  ((((hugs))))",4
@belladonna20 I've had a well unproductive morning! ,0
Taking Roxy to vet. She has a wound around her mouth so we had to put the cone on..she is not a happy camper   http://twitpic.com/3j37b,0
@cventooraa they were amazing!!! im sad i didnt get to give u or number 5(who was killin it!!!) a huge hug ,0
@McBesty monday is usually a working day? ,0
http://stopthecap.com is down yo -- must be retribution from TWC ,4
really need to do something. watched one to many hannah montanna's ,0
@honeymunchkin My anger is getting bigger for every minute that goes by. I got some uglycomments on one of my videos. ,0
"car looks better for a clean, apart from now I can see all the dents, scratches, stone chips...and all the bits I missed! ",0
@Oprah loved this week's shows ,4
@JGDavila don't forget about kickin it with me! ,4
Heading to the store for ingredients for my Celtic Potato Leek Stew for my D&amp;D game today. ,4
@bradiewebbstack sway sway tour in julyyyyy! exitedd muchh  follow me pleaseeee? i need more followerss ,0
My #art is regressing... ,0
@ChericeJenelle lol....I'm getting u a journal for ur bday ,4
"@ShareLeflare I dropped by your room to give you Gaga, but you weren't there.  I left it in your mailbox. Brit should be back Wednesday.",0
@scrufus @rochvergara Thanks! I'll look into them ,4
is playing Restaurant City  and trying not to think about anything else ... even though she should.,4
is pretty sure she is sick! ,0
@bustxamovex i love you ,4
@taylorswift13 called her character abigail. we didn't even plan it hahahah ,4
Good morning!   today should be a good day.,4
@gunnerboy248 I chased a teenager who was SCARED of me! It was fun! Mom made me come in the house.  Now I have to wear a leash outside ,0
@kamikazekitten How long has he been gone? Hope he comes home to you soon ... ,0
Revisited my love for the Zombies song The way I feel inside ,4
hope mommy and daddy take me to i-fest todey... lots of tail to see ,4
And of course John Oates (off of Hall &amp; Oates) Happy Birthday ,4
People depres me beyond reason! ,0
"In kitchen with hungarians, making lecso!! About to watch yes man ",4
@nick_carter i wish to live in Santa Monica  trust me i will buy you french fries and anything you want!,0
brenda and seventeen again ,4
New contacts ,4
it's 4 am now. . . i need to go to bed. I am dying of football ,0
"First set done, my heads not into it. Brother sounds good but he keeps looking over like he's worried about me. ",0
@ladieslovetj im not playin!!!; if yuh ont take meh its war kid! fyi im always ready!  so wahtcah doing now?,4
@KellyShibari @ShamelessAngel All I know is that you are both very blessed and your Daddy's have great rocket sauce. No Offense 2 Daddy ,4
Just going to look for the paracetamol  it has been a while since I had a good nights sleep.,0
just came back frm watchin' 17 again .  it was one of th BEST movie ive ever seen .Thumbs UP !!! ),4
"never mind, im not gonna post another pic. too lazy and i just wanna relax and read my book. byess, unless kellan lutz is on!  haha",4
@sputnick42 welcome &amp; good to see you! ,4
"@AdamSpiel I am working on http://www.mobipowerpacks.com this week, we have radio adverts to make and magazine adverts to prepare ",4
@michelleann oh my gosh   ,0
"Studying for the loseee. One chapter down, two more to go. ",0
@alexa_chung Meeee toooooo!! ,0
@hoopyfrood  I was disturbed that all the Apple Developers teaching the program are 12 year olds  ...  frightening.,0
"@gamingseasons Nice, gefeliciteerd! ",4
Cofee &amp; James Music ,4
"@contrabass @craftyangie record it for your new podcast, &quot;Days of Our Fairmount Lives&quot; ",4
Desperately tired with another late night to look forward to  roll on Easter break!,0
I'm pretty sure my shoes have melted onto my feet.  ,0
only my hair stylist toni wasnt there! and i was rele mad! cuz i got some shitty girl who ALWAYS messes up the taper! ,0
I could go for some loving right now ,0
@Carly109 love the new song. and the chorus is real nice and catchy.  gud job. who did the track and recording jordan?,4
"@craftjuice thank you. Since I can only use the url once, I won't be able to add individual items  ",0
@cottonpanty r u gunna change it ,0
"Heading to Marsh to pick up Jakob's cake for the big &quot;friend&quot; party at Bounce Planet! Due to soccer, other sports; many couldn't make it! ",0
Flights to The Whitsundays are sorted.  Starting to get DOMS from today's sesh  Off to bed so I can get up early and go for a run B4 work,0
@bror00 the explorers are always the ones to get slaughtered ,4
going to do some revision then go outtt ,4
Crepe O' Chocolate is closed ,0
iPhone restore is going to take too long. Am I truly going to have to go without my phone tonight? A terrifying prospect ,0
Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,0
@PrometheusFire That's pretty much how my few attempts at writing a story for an RPG came to an end ,0
ashton kutcher is going to be on my tv tonight ,4
trying to stuff as much stuff as possible into the packet I'm going to mail home. hating on the air travel luggage restraints! ,0
"@ericahoff  I'm sorry to hear that Erica... but I know you'll be back in a minute, you always have 1000 things going on",0
@jessicamon Argh. I hate him too. I have a feeling it's going to stop by next year. But I don't want it to ,0
leave approved! europe here i come  thanks singapore airlines for the cheap flights ,4
@cartoono See now I thought you meant that... but I wasn't sure!!?? LOL! They move to fast for me to get my hands on them... the bats ie. ,4
The most boring dinner ever! i hate being stuck in the house wanting nice food and not having any!! sulky mood coming up ,0
is back at work...Although I wish I was back in bed... ,0
I hate this live feed. They need a Texas C-SPAN. ,0
Nevermind the buzzcocks.. Wel een oude ,0
@araza13 it could have been one of those miniatures ,4
I love you please dont leave ,0
"On my way to lakeview, really sad I couldn't make @ifightdragons concert... ",0
@JTownend true - blame @bcbournemouth for my addled brain  #datajourn it is ,4
A robot just called my iPhone from UVA Credit Union saying they disabled my account. I don't have an account. Spam on cell phones now? ,0
"Thanks YouTube!!!! jk  wow my smiley looks retarded, just relized that. Lolz....",4
If you're thinking of unfollowing me - do it NOW (or never ,4
@beezan I posted about it earlier: http://twittercism.com/more-mikeyy/ ,4
